Record Number,Common Name,Code,Scientific (Latin) Name,Locality,Observation Date,Observer,Breeding Evidence,Nest Structure or Substrate,Nest Height (meters),Observation Details,Comments,Latitude,Longitude,Location Certainty (meters),Elevation (meters),Photo Link,Sources,x,y
8708,California Quail,CAQU,Callipepla californica,"Montecito, Pimiento Lane",3 Aug 2019,"Ylvisacker, A.",Fledgling under Parental Care,,,male and female with 6 golf ball size chicks in back yard. Again on 4 August.,"Uncommon south of East Valley Rd, between San Ysidro and Hot Springs Rd, and south toward freeway.",34.43348,-119.63447,20,46,,,-13317648.281723164,4087157.3801829037
8779,California Quail,CAQU,Callipepla californica,"Santa Ynez Mtns, Camino Romaldo",5 Sep 2019,"Holmgren, M.",Fledgling under Parental Care,,,"A bunch of tiny quail slightly larger than golf balls, smaller than tennis balls, scattered across the road in front of my car.",,34.50184,-119.81691,10,622,,ID1731,-13337957.409623487,4096387.5826321244
8808,California Quail,CAQU,Callipepla californica,"Santa Ynez Valley, Sedgwick Ranch",12 Jul 1995,"Holmgren, M.",Fledgling under Parental Care,,,adult with 6 1/3 grown fledglings,Sedgwick 12 July 1995.pdf,34.7426,-120.03091,50,760,,ID1757,-13361779.780653248,4128956.2970472677
8834,California Quail,CAQU,Callipepla californica,Orcutt,17 May 2019,"Kisner, D.",Copulation,,,Copulation,,34.86331,-120.41069,50,160,https://tinyurl.com/tok2do6,,-13404056.696866717,4145320.9993101116
8876,California Quail,CAQU,Callipepla californica,"Goleta, Forte Ranch",13 Jun 2009,"Levasheff, D.",Fledgling under Parental Care,,,Three fledglings with parent under feeder,,34.44638,-119.78441,10,44,https://tinyurl.com/slcwfes,ID1769,-13334339.526172705,4088898.604103042
9467,California Quail,CAQU,Callipepla californica,"Cuyama Valley, Deer Park Cyn",18 May 2020,"Schwartzkopf, P.",Fledgling under Parental Care,,,Female protecting brood of 12 or more tennis-ball sized fledglings.,,34.85547,-119.4532,5,1012.5,,ID2355,-13297469.397627067,4144257.3990941113
9537,California Quail,CAQU,Callipepla californica,"Santa Ynez River, E of Lompoc",24 May 2020,"Holmgren, M.",Fledgling under Parental Care,,,Tennis ball-sized chicks with adult,,34.64062,-120.42998,5,35.3,,ID2428,-13406204.049844122,4115149.4539596946
9646,California Quail,CAQU,Callipepla californica,"Goleta, Forte Ranch",8 Jun 2020,"Levasheff, D.",Fledgling under Parental Care,,,Mother and Father Quail foraging with 12-13 baby chicks.,Nest must be close by because of the size of the chicks. 4684 Gate Way,34.44637,-119.78438,2,43.3,https://tinyurl.com/y82x2h8r,ID2548,-13334336.186587982,4088897.25421293
9711,California Quail,CAQU,Callipepla californica,"Santa Ynez Mtns, S of Cachuma Lake, Sweetwater Creek",10 Jun 2020,"Loft, K.",Fledgling under Parental Care,,,Male and female adults with 10 young,,34.57207,-119.96491,1,249,,ID2618,-13354432.694260892,4105878.1651021675
9801,California Quail,CAQU,Callipepla californica,Alisal Rd,22 Jun 2020,"O'Loghlen, A.",Fledgling under Parental Care,,,Group of at least 10 chicks crossing the road with parents. Very small chicks - looked no more than a day or two old.,Photo taken from car.,34.5532,-120.14058,10,157.5,https://tinyurl.com/y7c3afrm,ID2714,-13373988.189208549,4103327.3670351384
9816,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Clark Cyn",24 Jun 2020,"Gaskin, L.",Fledgling under Parental Care,,,2 adults tending 5 fledglings,,34.59107,-119.98218,15,234.5,,ID2730,-13356355.181866894,4108447.121233313
9817,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Johnson Bay",24 Jun 2020,"Gaskin, L.",Fledgling under Parental Care,,,"Adults with 8 large, naval orange-sized fledglings.",,34.5989,-119.96167,20,230.4,,ID2731,-13354072.019110722,4109505.9725044584
9835,California Quail,CAQU,Callipepla californica,"Santa Ynez Mtns, West Camino Cielo",23 Jun 2020,"Ballard, L.",Fledgling under Parental Care,,,Adult followed by two small fledglings. Fledglings were about 1/2 adult size and capable of flight. ,A few miles east of Refugio Pass. ,34.53298,-120.02689,10,1009.6,,ID2750,-13361332.27630026,4100594.7214437276
9898,California Quail,CAQU,Callipepla californica,"Montecito, Cold Spring Cyn",28 Jun 2020,"Ballard, L.",Fledgling under Parental Care,,,Adult closely followed by three small fledglings,just above Mountain Dr.,34.45833,-119.65425,5,260.5,,ID2813,-13319850.181251055,4090511.8382913168
9925,California Quail,CAQU,Callipepla californica,"Santa Ynez Mtns, Camino Romaldo",3 Jul 2020,"Holmgren, M.",Fledgling with Presumed Parent,,,2 tangerine to tennis ball-sized fledglings running across road.,,34.50178,-119.81685,10,619.8,,ID2842,-13337950.730454043,4096379.477909131
9936,California Quail,CAQU,Callipepla californica,"Cuyama Valley, Deer Park Cyn",4 Jul 2020,"Holmgren, M.",Family Group in Close Association,,,"1st of 2 family flocks of quail between the gates, approx. 16 tennis ball sized fledglings in each group",,34.86472,-119.4758,10,894.6,,ID2854,-13299985.218118995,4145512.2953093927
9937,California Quail,CAQU,Callipepla californica,"Cuyama Valley, Deer Park Cyn",4 Jul 2020,"Holmgren, M.",Family Group in Close Association,,,2nd of 2 family groups between the gates; this group of 18 or so nearly grown fledglings,,34.86488,-119.47657,15,891.8,https://tinyurl.com/y6g6xwd7,ID2855,-13300070.934126904,4145534.002864029
9938,California Quail,CAQU,Callipepla californica,"Cuyama Valley, Deer Park Cyn",4 Jul 2020,"Holmgren, M.",Family Group in Close Association,,,"First of 2 more quail batches up the canyon from the upper gate. One of these were smaller, less than tennis ball sized.￼￼",,34.86318,-119.46999,20,917,,ID2856,-13299338.451877486,4145303.3622554494
9939,California Quail,CAQU,Callipepla californica,"Cuyama Valley, Deer Park Cyn",4 Jul 2020,"Holmgren, M.",Family Group in Close Association,,,Second of two more quail batches up the canyon from the upper gate.,,34.86257,-119.46909,15,921.2,,ID2857,-13299238.26433577,4145220.604140496
9962,California Quail,CAQU,Callipepla californica,"Gaviota Coast, Canada del Capitan",12 Jul 2020,"Gaskin, L.",Fledgling under Parental Care,,,2 parents with 12 day-old tiny chicklets,,34.47301,-120.02123,10,63.9,,ID2918,-13360702.207982369,4092493.934936581
10070,California Quail,CAQU,Callipepla californica,"Ellwood Mesa, West",18 Jul 2020,"Fontaine, D.",Fledgling under Parental Care,,,"Observed 8 quail in total, all in a group together: 2 adult males, 2 adult females, and four young quail (roughly half the size of the adults). The brush was thick enough that there easily could've been more young, but I only observed four.",,34.42406,-119.89802,2,13.6,,ID2988,-13346986.53352173,4085886.051571614
10102,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Sweetwater Trail",1 Aug 2020,"Holmgren, M.",Fledgling under Parental Care,,,17 pear- to peach-sized fledglings with 2 adults scrambling to get away from human interlopers (us).,Along trail from Harvey's Cove to Vista Point. With L. Gaskin,34.57949,-119.97153,10,233.9,,ID3022,-13355169.629289946,4106881.3401869116
10103,California Quail,CAQU,Callipepla californica,"Goleta, Camino del Remedio",26 Jul 2020,"Levasheff, D.",Family Group in Close Association,,,"20-25 flushed from the street corner. Several were young birds, but well grown. No chance to get a count.",With J. Levasheff,34.44674,-119.77955,5,47.8,,ID3023,-13333798.513447452,4088947.200254738
10104,California Quail,CAQU,Callipepla californica,"Goleta, Forte Ranch",27 Jul 2020,"Levasheff, D.",Family Group in Close Association,,,We observed on several days up to 6 young at our feeder area with 4 adult birds.,4684 Gate Way. Most likely a different event than Record 9646 on 8 Jun 2020. With J. Levasheff.,34.44638,-119.78441,3,43.8,https://tinyurl.com/y5yptth6,ID3024,-13334339.526172705,4088898.604103042
10112,California Quail,CAQU,Callipepla californica,"Alisal Rd, W of Nojoqui Falls County Park",3 Aug 2020,"Kincaid, G.",Fledgling under Parental Care,,,2 adults with 4 pear-sized young.,,34.53223,-120.18993,10,207,https://tinyurl.com/y5qzb2hy,ID3032,-13379481.806079196,4100493.3749521947
10155,California Quail,CAQU,Callipepla californica,"Goleta, COPR",15 Aug 2020,"Gaskin, L.",Fledgling under Parental Care,,,2 adults with 9 apple-sized fledglings,,34.41619,-119.87275,6,11.1,,ID3077,-13344173.489989385,4084824.02167824
10797,California Quail,CAQU,Callipepla californica,"Goleta, COPR, Devereux Slough",12 Jun 2021,"Holmgren, M.",Fledgling under Parental Care, , ,3 orange- to grapefruit-sized fledglings with 3 adults.,North Finger,34.41417,-119.872,4,8.5,https://tinyurl.com/45ufdx2m,ID3839,-13344090.000371289,4084551.4456268665
10804,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Nature Center",12 Jun 2021,"Loft, K.",Fledgling under Parental Care, , ,Adult hen with 7 chicks the size of my thumb walking around on ground.,Neal Taylor Nature Center native garden area,34.57654,-119.95974,1,236.9,,ID3846,-13353857.172493491,4106482.4930083095
10879,California Quail,CAQU,Callipepla californica,"Santa Ynez Valley, Paradise Reserve",19 Jun 2021,"Holmgren, M.",Fledgling under Parental Care, , ,1 orange- to grapefruit-sized fledgling with adult at water feature., ,34.53623,-119.7962,15,382.8,,ID3926,-13335651.982969157,4101033.9001230947
10999,California Quail,CAQU,Callipepla californica,"Cachuma Lake, marina",9 Jul 2021,"Loft, K.",Fledgling under Parental Care, , ,"15 adults with 8 juveniles, the size of avocados, scurried from edge of launch ramp #2 into brush.", ,34.57747,-119.95509,1,229.4,,ID4049,-13353339.536861302,4106608.2297436073
11004,California Quail,CAQU,Callipepla californica,"Goleta, Western More Mesa",20 Jun 2021,"Chapman, W.",Fledgling under Parental Care, , ,Adult tending at least 3 large fledglings.,Ag section of More Mesa,34.42064,-119.8127,100,25.8,https://tinyurl.com/2r4vs89v,ID4054,-13337488.75456725,4085424.5218527755
11006,California Quail,CAQU,Callipepla californica,"Goleta, western More Mesa",9 Jul 2021,"Thomson, G.",Fledgling under Parental Care, , ,Quail adult followed by 10-12 golf ball-sized young,Ag section of More Mesa,34.421,-119.8136,3,24.3,,ID4057,-13337588.94210896,4085473.103039431
11022,California Quail,CAQU,Callipepla californica,Nojoqui Summit,11 Jul 2021,"Holmgren, M.",Fledgling under Parental Care, , ,Two adults with a minimum of 5 orange-to-grapefruit-sized fledglings under their direct care., ,34.52844,-120.19378,10,275,,ID4074,-13379910.386118751,4099981.2513095587
11023,California Quail,CAQU,Callipepla californica,Alisal Rd,11 Jul 2021,"Holmgren, M.",Fledgling under Parental Care, , ,2 adults with a minimum of 4 half-sized fledglings under their direct care., ,34.55212,-120.13993,15,156.8,,ID4075,-13373915.831539532,4103181.3929191465
11042,California Quail,CAQU,Callipepla californica,"Santa Ynez Valley, S of Cachuma Lake, 4 Springs Ranch",15 Jul 2021,"Loft, K.",Fledgling under Parental Care, , ,Adult with 10 avocado-sized chicks running along dirt road and then into forest,"This location is across the street west from Cachuma Lake, Santa Ynez mountains",34.57176,-119.96483,5,242.3,,ID4096,-13354423.78870163,4105836.2554231226
11050,California Quail,CAQU,Callipepla californica,"Solvang, Chalk Hill Rd",17 May 2021,"Lewis, A.",Fledgling under Parental Care, , ,"Fledglings were trying to climb over a wall … the adults were in a tree above, squawking… the children that live there came out and grabbed the dog. They counted 10 new baby quail.", ,34.60238,-120.1449,20,162,https://tinyurl.com/695jshpf,ID4104,-13374469.089408776,4109976.605109303
11124,California Quail,CAQU,Callipepla californica,"Ellwood Mesa, West",8 Aug 2021,"Fontaine, D.",Fledgling under Parental Care,,,"First saw adult male cross the trail in front of me, then adult female. Both made clicking vocalizations. Both stayed in the bushes next to the trail. Then a young quail (about 3/4 the size of the adults) crossed to join them.",,34.42137,-119.90002,1,19.7,,ID4184,-13347209.172503317,4085523.033921459
11505,California Quail,CAQU,Callipepla californica,"Santa Ynez River, Live Oak Camp",15 May 2022,"Lewis, J.",Fledgling under Parental Care, , ,Two adults with 11 lime-sized fledglings skittering across trail.,"With Holmgren, M.",34.55744,-119.88117,10,231.8, ,AID214,-13345110.800101863,4103900.468924781
11559,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Storke Flat",5 Jun 2022,"Holmgren, M.",Fledgling under Parental Care, , ,Family of quail with adults. I could not tell the size of the fledglings., ,34.56213,-119.92496,10,234.3, ,AID281,-13349985.4806037,4104534.4293340365
11562,California Quail,CAQU,Callipepla californica,"Cachuma Lake, DeVaul Bay",5 Jun 2022,"Holmgren, M.",Fledgling under Parental Care, , ,"5 fledglings (perhaps more that I could not see) with adults.  On 18 June, Holmgren saw 10 grapefruit-sized fledglings in same area.",adjacent to Old Hwy 150 in the bay.,34.563,-119.91802,10,230, ,AID285,-13349212.923337596,4104652.0335964123
11564,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Storke Flat",5 Jun 2022,"Holmgren, M.",Fledgling under Parental Care, , ,7 grapefruit-sized babies flushed; adults in attendance., ,34.56287,-119.91746,5,229.6, ,AID287,-13349150.584422752,4104634.460467536
11652,California Quail,CAQU,Callipepla californica,"Dangermond Preserve, Jalama Ck",24 Apr 2022,"McMahon, C.",Fledgling under Parental Care, , ,"Two adult birds accompanied by about 10 chicks, with the latter at most half the size of the adults. Birds seen crossing the road as we got in our car. Car door closing flushed them into a short flight across the road.",I didn't realize quail chicks could fly when still meaningfully smaller than the adults - very cool! I looked this up and apparently domestic quail chicks can begin flying as young as 10 days.,34.50956,-120.43495,50,112.8, ,ID4479,-13406757.307713361,4097430.4389924896
11668,California Quail,CAQU,Callipepla californica,"Santa Ynez Valley, S of Cachuma Lake, 4 Springs Ranch",19 May 2022,"Loft, K.",Fledgling under Parental Care, , ,2 adults with 9 chicken-egg sized chicks ran across dirt road in front of me., ,34.56954,-119.9644,1,249.8, ,ID4498,-13354375.92132059,4105536.1326103844
11669,California Quail,CAQU,Callipepla californica,"Cachuma Lake, Nature Center",4 Jun 2022,"Loft, K.",Fledgling under Parental Care, , ,adult with chicks size of cotton balls,Nature center parking area; 4:00 p.m.,34.5768,-119.95732,5,238.5, ,ID4499,-13353587.779325772,4106517.645072213
11693,California Quail,CAQU,Callipepla californica,"Santa Ynez Valley, Cebada Cyn Rd",13 Jun 2022,"Holmgren, M.",Fledgling under Parental Care, , ,Four adults ushering five orange- to grapefruit-sized fledglings across the road., ,34.68716,-120.37345,20,126.4, ,AID356,-13399911.159029575,4121448.2899817536
11722,California Quail,CAQU,Callipepla californica,"Goleta, Camino del Remedio",17 Jun 2022,"Levasheff, D.",Fledgling under Parental Care, , ,Two adult birds on road with 3-5 very young chicks. ,"Levasheff, j. also observed. The gang rushed back into the poison oak underbrush as soon as they noted us hence the uncertainty on the number of chicks.",34.448,-119.77804,2,43, ,AID386,-13333630.421016354,4089117.288435019
