Record Number,Common Name,Code,Scientific (Latin) Name,Locality,Observation Date,Observer,Breeding Evidence,Nest Structure or Substrate,Nest Height (meters),Observation Details,Comments,Latitude,Longitude,Location Certainty (meters),Elevation (meters),Photo Link,Sources,x,y
8609,California Scrub-Jay,CASJ,Aphelocoma californica,"San Rafael Mtns, Manzana Creek",10 Jul 2019,"Haupt, D.",Feeding Fledgling,,,Adults feeding recently fledged young,,34.77194,-119.94455,10,534,https://tinyurl.com/yysyxdom,ID1564,-13352166.229428342,4132931.728982408
8634,California Scrub-Jay,CASJ,Aphelocoma californica,"Gaviota Coast, Refugio Rd",21 Jul 2019,"O'Loghlen, A.",Feeding Fledgling,,,Parent(s) feeding fledgling.,Probably 2nd fledgling present.,34.49748,-120.06692,5,88,https://tinyurl.com/y4vsl8p4,ID1620,-13365788.395516714,4095798.6546168067
8721,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Volante Place",6 Aug 2019,"O'Loghlen, A.",Feeding Fledgling,,,Fledgling begging from and being fed by adult.,,34.45297,-119.8362,3,27,https://tinyurl.com/y2jyeods,ID1686,-13340104.762600891,4089788.2168343742
8966,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Barbara, Douglas Preserve",10 Mar 2020,"Jackson, I.",Carrying Nesting Material,,,Two adults gathering nesting material (grasses) from the ground and then flew over to small grove of Eucalyptus,,34.40107,-119.73863,7,46,,ID1837,-13329243.319884192,4082783.909209934
8979,California Scrub-Jay,CASJ,Aphelocoma californica,"Carpinteria Ck, near railroad tracks",17 Mar 2020,"Ballard, L.",Carrying Nesting Material,,,Adult carrying nesting material,,34.39138,-119.51847,10,8,,ID1851,-13304735.220791144,4081476.650012158
9030,California Scrub-Jay,CASJ,Aphelocoma californica,Nojoqui Falls County Park,30 Mar 2020,"Gaskin, L.",Nest Building,Coast Live Oak,2.5,Presumed male carrying nesting material to female on nest while she was building it.,Nojoqui Creek on N side Alisal Rd. eBird S66419580,34.53518,-120.17647,5,216,,ID1900,-13377983.445733117,4100892.0097520435
9076,California Scrub-Jay,CASJ,Aphelocoma californica,"Sierra Madre Mtns, Colson Cyn",13 Apr 2020,"Deacon, J.",Carrying Nesting Material,,5,On an overhead power line with nesting material in its beak.,ebird S67167582,34.92461,-120.21789,10,276,https://tinyurl.com/ybwhoc7m,ID1977,-13382594.299041776,4153640.6579868305
9095,California Scrub-Jay,CASJ,Aphelocoma californica,"Gaviota Coast, Refugio Rd",11 Apr 2020,"O'Loghlen, A.",Carrying Nesting Material,oak,7,carrying nesting material to presumed nest site.,"Viale, P. also present.",34.49674,-120.06679,5,81.1,,ID1960,-13365773.92398291,4095698.702001747
9123,California Scrub-Jay,CASJ,Aphelocoma californica,"Gaviota Coast, Farren Rd",18 Apr 2020,"O'Loghlen, A.",Carrying Food,,,Jay carrying food.,"Viale, P. present.",34.45922,-119.92376,3,149.7,https://tinyurl.com/ybgcxawf,ID1996,-13349851.89721475,4090631.9963509296
9327,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, More Mesa",6 May 2020,"Altstatt, J.",Fledgling with Presumed Parent,,,fuzzy fledgling crawling around in understory,"In northern oaks. Only 1 fledgling seen, adult birds within 10 meters",34.42579,-119.79639,5,12.1,https://tinyurl.com/ycjmdztf,ID2204,-13335673.13367241,4086119.522625947
9419,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez Valley, Quiota Ck",15 May 2020,"O'Loghlen, A.",Fledgling Begging,,,Fledgling begging from parent,"At least 2 fledglings and both parents in the vicinity. Hackamack, G. present.",34.56541,-120.0933,3,171.7,https://tinyurl.com/yd23q3xh,ID2303,-13368725.00368384,4104977.817345027
9531,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez Valley, S of Cachuma Lake, 4 Springs Ranch",23 May 2020,"Loft, K.",,scrub oak,,Adult bird carrying item in bill flew into densely leaved scrub oak.,,34.56548,-119.97077,1,307.9,,ID2421,-13355085.026476942,4104987.2800846244
9595,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez Valley, Santa Ynez",30 May 2020,"Ballard, L.",Fledgling Begging,,,Adult with begging fledgling,El Rancho Market,34.60608,-120.10079,3,188.4,,ID2495,-13369558.786669882,4110477.011981386
9606,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez Mtns, Refugio Rd",1 Jun 2020,"O'Loghlen, A.",Carrying Food,,,Carrying food,"In the photo, note that besides the insect in its bill, the Jay's 'gular pouch' is full.",34.50505,-120.06545,4,108.4,https://tinyurl.com/ya2hgy8a,ID2506,-13365624.75586525,4096821.1938171736
9671,California Scrub-Jay,CASJ,Aphelocoma californica,Alisal Rd,9 Jun 2020,"Holmgren, M.",Fledgling under Parental Care,,,Adults tending very young fledgling,,34.55368,-120.14045,10,155.6,https://tinyurl.com/yc3365x3,ID2581,-13373973.717674743,4103392.2450282443
9713,California Scrub-Jay,CASJ,Aphelocoma californica,"Little Pine Mtn, Happy Hollow",13 Jun 2020,"Holmgren, M.",Nestling in Nest,Mexican Elderberry,,"Adult approaching calling fledglings or nestlings, which responded with accelerating vocal vigor as the adult approached the elderberry. I suspect these were large nestlings rather than fledglings.",I never saw the nest.,34.60075,-119.74719,15,1319,,ID2620,-13330196.214725383,4109756.1626697015
9754,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Lake Los Carneros",17 Jun 2020,"Holmgren, M.",Fledgling out of Nest--Brancher,,,"Whimpering fledgling with fledgling call, but trying to feed itself with 2 adults nearby. Did not witness adult feeding fledgling.",,34.44372,-119.85138,5,25.3,,ID2657,-13341794.592471134,4088539.53902826
9981,California Scrub-Jay,CASJ,Aphelocoma californica,"Carpinteria, El Portal St",19 Jun 2020,"Ballard, L.",Fledgling under Parental Care,,,Adult with two fledglings,,34.40163,-119.50972,15,16.9,,ID2897,-13303761.175246703,4082859.462355935
9986,California Scrub-Jay,CASJ,Aphelocoma californica,"Montecito, Cold Spring Cyn",1 Jul 2020,"Ballard, L.",Fledgling under Parental Care,,,Perched group of three fledglings waiting for an adult.,east side,34.46135,-119.64873,5,496.8,,ID2902,-13319235.697661875,4090919.5708405823
10000,California Scrub-Jay,CASJ,Aphelocoma californica,"Gaviota Coast, Canada del Capitan",12 Jul 2020,"Holmgren, M.",Fledgling Begging,,,"Family with 2 or 3 begging, barely flying, fledgling.",,34.47462,-120.0224,5,83,,ID2922,-13360832.4517866,4092711.338685115
10054,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta Slough, Atascadero Ck",22 Jul 2020,"Viale, P.",Feeding Fledgling,,,"Observed flurry of activity between juvenile and adult, culminating in feeding activity.","Noted on N bank of Atascadero Ck slough channel. Observed with De Groot, B. Two additional jays noted nearby.",34.4222,-119.82497,5,1.2,https://tinyurl.com/y5a84s4l,ID2974,-13338854.64471928,4085635.0418389733
10093,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Maria Ygnacia Ck",28 Jul 2020,"Holmgren, M.",Fledgling with Presumed Parent,,,Group of adults and this youngster feeding independently on Blue Elderberry.,Patterson Open Space. I assumed a bird this young was under the care of one of these adults.,34.4449,-119.80417,20,23.2,https://tinyurl.com/y2jnxqes,ID3011,-13336539.199310781,4088698.8221241306
10236,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, East Storke Campus, student garden/greenhouse",4 Mar 2021,"Chapman, W.",Nest Building,Mexican Elderberry,2,"Observed a bird on the nest, she left and I took a picture. On 10 March 2021, Chapman saw bird on nest.",,34.4207,-119.8579,1,7.4,https://tinyurl.com/ybnbte3p,ID3192,-13342520.395551102,4085432.618702693
10260,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez River, Buellton",13 Mar 2021,"Schneekloth, P.",Carrying Nesting Material,,,Observed perched bird holding nesting material in bill. Observed bird for about a minute until it dove down into vegetation on bluff top where I lost sight of it.,east of bridges,34.60771,-120.18223,20,105.2,https://tinyurl.com/u6hkr5c5,ID3217,-13378624.64600009,4110697.468570429
10285,California Scrub-Jay,CASJ,Aphelocoma californica,"Cachuma Lake, Nature Center",27 Mar 2021,"Loft, K.",Carrying Nesting Material,,,Adult landed on garage roof with dried plant material in its bill; flew off northward,,34.57661,-119.95946,1,237.2,,ID3269,-13353826.00303607,4106491.9570146985
10327,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez Valley, S of Cachuma Lake, 4 Springs Ranch",10 Apr 2021,"Loft, K.",Carrying Nesting Material,Western Sycamore,15,Adult flew to Sycamore tree with plant material in its bill. It disappeared into a clump of leaves on high branch of trees then flew out.,Editor: Inconclusive nest location?,34.56506,-119.97022,15,293.6,,ID3323,-13355023.800757004,4104930.5037665167
10556,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Volante Place",11 May 2021,"O'Loghlen, A.",Feeding Fledgling,,,"Two fledglings begging from adult, one seen being fed.",Two fledglings with enlarged rictal flanges can be seen in photo.  Totoal of 5 fledglings in this brood,34.453,-119.836,3,27.2,https://tinyurl.com/2tzb8hrs,ID3563,-13340082.498702733,4089792.2668252178
10755,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez River, Live Oak Trails",4 Jun 2021,"Kincaid, G.",Fledgling Begging, , ,"Fledgling begging, adult nearby.", ,34.55779,-119.88014,20,240.8,,ID3786,-13344996.141026346,4103947.7781688855
10800,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Lake Los Carneros",12 Jun 2021,"Holmgren, M.",Nestling in Nest, , ,Carrying food -- moderately large-winged insect -- and trying to get to either nest or fledglings., ,34.44328,-119.84903,25,23.3,,ID3842,-13341532.991667768,4088480.1459073666
10885,California Scrub-Jay,CASJ,Aphelocoma californica,Santa Barbara Botanic Garden,19 Jun 2021,"Riederer, T.",Fledgling with Presumed Parent, , ,I observed one fledged scrub jay at/near bird feeder. Feathers were downy and the bird was awkward in flight. Parents have been in the area often.,Across Tunnel Rd from SBBG,34.45688,-119.71141,1,240.6,,ID3933,-13326213.2033448,4090316.0779036083
10893,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, UCSB Campus Lagoon",22 Jun 2021,"Kincaid, G.",Fledgling Begging, , ,"Family group, 2 adults and 3 young, 1 of which was begging.", ,34.40909,-119.84854,10,6.2,,ID3944,-13341478.44511728,4083865.9864342604
10919,California Scrub-Jay,CASJ,Aphelocoma californica,"San Rafael Mtns, Birabent Cyn",26 Jun 2021,"Chavez, J.",Fledgling Begging, , ,Begging juvenile under parental care, ,34.74178,-120.06179,7,400.2,https://tinyurl.com/p78224eb,ID3970,-13365217.326528946,4128845.2111926056
10933,California Scrub-Jay,CASJ,Aphelocoma californica,Carpinteria Ck,29 Jun 2021,"Holmgren, M.",Fledgling under Parental Care, , ,Fledgling harassing indulgent adult, ,34.39719,-119.50141,10,23.6,,ID3984,-13302836.11027821,4082260.4477288304
10957,California Scrub-Jay,CASJ,Aphelocoma californica,Big Pine Mtn,26 Jun 2021,"Holmgren, M.",Fledgling under Parental Care, , ,Full grown fledgling with pink gape and relatively un patterned head chasing and begging from adult,nr Big Pine Spring,34.69442,-119.65995,10,1913,,ID4008,-13320484.702348575,4122431.1950810133
11021,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, San Jose Ck nr Cathedral Oaks",27 Jun 2021,"Compton, D.",Fledgling out of Nest--Brancher, , ,"Very young, very short-tailed fledgling hopping around in oak, and probably should not be out of nest.","Other observers included Andrea Dransfield-Krauss, Jason Krauss, and Heather Moine.",34.45439,-119.81273,20,28.8,,ID4073,-13337492.094151974,4089979.917996309
11157,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Maria, Rainbow Dr",5 Mar 2022,"Chavez, J.",Carrying Nesting Material, , ,Adult carrying grasses or other thin plant material.,939 Rainbow Dr,34.90418,-120.42087,3,97, ,AID019,-13405189.929282993,4150867.2009811467
11170,California Scrub-Jay,CASJ,Aphelocoma californica,"San Marcos Foothills, Cieneguitas Ck",20 Feb 2022,"Roberts, M.",Carrying Nesting Material, , ,carrying nesting material, ,34.45879,-119.75409,5,103.4, https://tinyurl.com/yc85ffsr,ID4241,-13330964.319211854,4090573.942297041
11251,California Scrub-Jay,CASJ,Aphelocoma californica,"Santa Ynez, 1130 Cota Street",1 Mar 2022,"Gevirtz, E.",Carrying Nesting Material, , ,"Adult flew into ornamental tree outside my home window. Tried pulling several twigs (trying them out), found one that was larger than the others (about 8 inches long and 1/4 inch in diameter) he liked, and broke it off with its bill, and flew off, presumably to a nest. The next morning he took a smaller branch (about 5 inches and 1/8 inch in diameter).", ,34.61345,-120.08678,5,190.1, ,ID4284,-13367999.200603869,4111473.8348195655
11701,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Lake Los Carneros",14 Jun 2022,"Cook, S.",Fledgling Begging, , ,A fledgling Scrub-Jay was fluttering its wings and calling for food. Then it attempted to follow a parent Scrub-Jay around but could not keep up. I got the impression the parent wanted to ditch the fledgling.,"In a shrub along a trail on the northwestern side of the park, due east of the machinery shed.",34.44395,-119.85138,1,25.1,https://services1.arcgis.com/4TXrdeWh0RyCqPgB/arcgis/rest/services/service_74609b938ba1424a93486ea68fa821e5/FeatureServer/0/285/attachments/161,AID365,-13341794.592471134,4088570.5855568605
11702,California Scrub-Jay,CASJ,Aphelocoma californica,"Dangermond Preserve, Cojo Ranch",14 Jun 2022,"Holmgren, M.",Fledgling with Presumed Parent, , ,Two begging fledglings at the pole barn. Adult picking stuff from the bottom of the pole barn roof. But I never saw feeding one of the fledglings., ,34.45318,-120.44537,3,9.6, ,AID366,-13407917.256807428,4089816.566800826
11749,California Scrub-Jay,CASJ,Aphelocoma californica,"Goleta, Tecolote Ck",20 Jun 2022,"Holmgren, M.",Family Group in Close Association, , ,"Family of 5 together, adults and fledglings. No feeding seen.", ,34.44202,-119.91832,7,20.7, ,AID417,-13349246.319184832,4088310.0673370627
11787,California Scrub-Jay,CASJ,Aphelocoma californica,"Ellwood, Sandpiper Golf Course",10 Jun 2022,"Compton, D.",Family Group in Close Association, , ,"Family group of 5, including 2 adults and 3 fledglings/juveniles. All young were mature and mobile. The group perched together on wires, and one of the adults was agitated.", ,34.43116,-119.9103,20,24.7, ,AID459,-13348353.536868673,4086844.258351927
